EmployeeID,EmployeeName,Gender,DepartmentID,Department,JobRole,Location,EmploymentType,HireDate,Salary,EmploymentStatus,ExitDate,ExitMode
681,Suzanne Wood,Female,1,sales,Business Development Officer,Ibadan,FULL-TIME,2022-04-20,375200.0,Active,,
624,Matthew Robinson,Male,2,Operations,Operations Officer,,FULL-TIME,2022-07-10,497800.0,Active,,
689,Christopher Cortez,Male,2,Operations,Operations Manager,Lagos,Full-Time,2022-01-29,734600.0,Active,,
310,Mrs. Tracy Dalton,Female,3,Customer Service,Customer Support Lead,Abuja,Full-Time,2022-06-07,330500.0,Active,,
431,Theresa Tucker,Female,5,Finance,Accountant,Abuja,Full-Time,01-24-2025,255000.0,Active,,
538,Jacob Hoffman,Male,2,Operations,Warehouse Supervisor,Lagos,FULL-TIME,2024-06-25,320200.0,Active,,
738,Elizabeth Snyder,Female,1,Sales,Business Development Officer,Lagos,Full-Time,2024-10-29,525600.0,Exited,2025-09-09,Resignation
949,Matthew Adams,Male,2,Operations,Operations Manager,Lagos,Full-Time,2024-10-30,552600.0,Active,,
572,Brittany Vaughn,Female,5,Finance,Financial Analyst, Abuja,Full-Time,2023-05-03,331100.0,Active,,
771,Charles Collins,Male,6,Marketing,Digital Marketing Officer,lagos,Part-Time,2022-07-16,348200.0,Exited,2025-09-19,Resignation
820,Michelle Poole,Female,6,Marketing ,Brand Manager,Lagos ,Full-Time,09-17-2025,210100.0,Active,,
312,Jacob Gibbs,Male,5,Finance,Financial Analyst,ABUJA,Full-Time,2024-10-19,516400.0,Active,,
18,Timothy Wong,Male,1,Sales,Sales Manager,lagos,Full-Time,2022-07-06,482100.0,Active,,
873,Ruben Becker,Male,6,Marketing,Digital Marketing Officer,Lagos,Full-Time,2024-05-08,396000.0,Active,,
336,April Garrison,Female,3,Customer Service,Customer Support Lead,Abuja,Full-Time,29-Jan-2024,250900.0,Active,,
243,Melissa Roberts,Female,7,,HR Officer,kano,Full-Time,29-May-2024,302900.0,Active,,
275,Marie Christian,Female,2,Operations,Warehouse Supervisor,Lagos,Full-Time,2024-02-22,307600.0,Active,,
677,Kristen Rowe,Female,3,Customer Service,Call Center Agent,Abuja,PART-TIME,2023-09-07,243200.0,Active,,
66,Anthony Kidd,Male,1,Sales,Business Development Officer, Lagos,Full-Time ,2023-11-12,495900.0,Active,,
192,Sierra Sanchez,Female,3,Customer Service,Call Center Agent,Abuja,Full-Time,2023-07-13,215600.0,Active,,
867,Antonio Mccormick,Male,2,Operations,Operations Manager, Lagos,CONTRACT,2024-05-16,362700.0,Active,,
816,Shannon Duke,Female,7,Human Resources,Recruitment Specialist,,Part-Time ,2023-03-08,366500.0,Active,,
896,Tiffany Jones DDS,Female,6,Marketing,Brand Manager,Kano,Full-Time,2024-06-30,565400.0,Exited,2025-12-27,Resignation
838,Matthew Wright,Male,8,Procurement,Buyer,Port Harcourt,FULL-TIME,2025-12-03,380800.0,Active,,
746,Frank Valentine,Male,3,CUSTOMER SERVICE,Customer Service Rep,Abuja,full-time,19/08/2023,122700.0,Active,,
544,Jose Jimenez,Male,1,Sales,Business Development Officer,Lagos,Full-Time,2023-05-09,301600.0,Active,,
796,Joanne Brown,Female,6,Marketing,Digital Marketing Officer,LAGOS,Full-Time,2023-09-18,244800.0,Active,,
955,Justin Hart,Male,1,Sales,Account Manager,Lagos,Full-Time,2025-11-13,403400.0,Active,,
332,Richard Sanchez,Male,4,IT,Network Engineer, Kano,Contract,2023-08-17,759100.0,Active,,
468,James Harrison,Male,6,Marketing,Digital Marketing Officer,Lagos,Full-Time,2025-11-24,518000.0,Active,,
685,James Whitaker,Male,2, Operations,Operations Officer,Lagos, Full-Time,2025-07-16,168600.0,Active,,
577,Susan Peterson,Female,10,Administration,Executive Assistant,Port Harcourt,Full-Time,2023-10-31,182000.0,Active,,
839,Steven Martin,Male,4,IT,IT Support Officer,Lagos ,FULL-TIME,2023-11-25,295600.0,Active,,
416,Christopher Wright,Male,6,marketing,Digital Marketing Officer,Abuja,Full-Time,2024-08-06,177200.0,Active,,
190,Jeffrey Simon,Male,1,Sales,Account Manager,Lagos ,FULL-TIME,2022-07-04,405000.0,Active,,
958,David Robinson,Male,6,Marketing,Brand Manager,Lagos,FULL-TIME,2023-10-27,476300.0,Active,,
404,Mark Weber,Male,3,customer service,Call Center Agent,lagos, Full-Time,16-Feb-2022,313700.0,Active,,
836,Melissa Anderson,Female,3,Customer Service,Customer Service Rep,Abuja,Part-Time,2025-02-10,356600.0,Active,,
530,Marilyn Wang,Female,1,Sales,Sales Manager,Lagos,Full-Time,2022-07-06,452300.0,Active,,
974,Mrs. Krystal Zuniga,Female,1,Sales,Sales Executive,Abuja,Full-Time,2023-02-13,638500.0,Active,,
780,Alyssa Mendez,Female,8,Procurement,Buyer,Port Harcourt,Full-Time,2024-06-15,327400.0,Active,,
245,Ernest Morris,Male,6,Marketing,Brand Manager,Lagos,Full-Time,2025-11-13,613900.0,Active,,
155,Jennifer Daniels,Female,2,Operations,Warehouse Supervisor,Lagos,full-time,2024-11-27,330100.0,Active,,
645,April Johnson,Female,6,marketing,Marketing Executive,Lagos,full-time,2022-10-31,468500.0,Active,,
14,Angel Perez,Male,2,Operations,Operations Manager,Lagos,Full-Time,2023-10-09,374900.0,Active,,
711,Daniel Parrish,Male,8,Procurement,Procurement Officer,Lagos,Full-Time,2022-01-20,436800.0,Active,,
157,Kevin Dominguez,Male,10,Administration,Office Manager,Port Harcourt, Contract,2025-12-01,413700.0,Active,,
433,Brian Wise,Male,2,OPERATIONS,Operations Officer,Lagos,Contract,15/07/2025,214200.0,Active,,
828,Heather Brown,Female,5,Finance,Accountant,Ibadan,Full-Time,2024-02-20,,Active,,
269,William Simpson,Male,8,procurement,Procurement Officer,PORT HARCOURT,Full-Time,2022-07-27,200600.0,Active,,
528,Kristy Bryan,Female,8,Procurement,Procurement Officer,Port Harcourt,Part-Time,2022-07-11,428200.0,Active,,
582,Christine Bush,Female,4,IT,Software Developer,Lagos,Contract,03/11/2023,368500.0,Exited,2025-12-30,Resignation
717,Carla Allen,Female,3,Customer Service,Customer Service Rep,Abuja,Full-Time,2024-01-05,299100.0,Active,,
705,Sarah Valdez,Female,8, Procurement,Procurement Manager,Port Harcourt ,PART-TIME,2025-01-27,527900.0,Active,,
305,Casey Anderson,Female,4,IT,Network Engineer,Lagos,Full-Time,2023-12-24,664600.0,Active,,
755,Jason Porter,Male,1,Sales,Business Development Officer,Lagos,Full-Time,2025-11-04,221300.0,active,,
60,John Daniel,Male,8, Procurement,Buyer,Abuja ,contract,2024-06-23,364200.0,Active,,
872,Joshua Myers,Male,5,Finance,Finance Manager,Abuja,Full-Time,2025-06-09,471200.0,Active,,
176,Randall Jackson,Male,1,Sales ,Business Development Officer,Lagos,Full-Time,2023-09-06,527600.0,Active,,
720,Nathaniel Mason DVM,Male,2,Operations ,Logistics Coordinator,Lagos,FULL-TIME,2025-11-10,333700.0,Active,,
454,Marie Moody,Female,1,,Sales Manager,Lagos,Full-Time,2025-09-15,703300.0,Active,,
121,April Frost,Female,6,marketing,Brand Manager,Lagos,Full-Time ,2023-01-27,321800.0,Exited,2025-04-03,Termination
263,Kimberly Reed,Female,1,Sales,Sales Executive,Lagos,Full-Time,2024-03-02,359500.0,Active,,
181,Melissa Burton,Female,6,Marketing,Digital Marketing Officer,Lagos,Full-Time,20/01/2022,429900.0,Active,,
643,Gregory White,Male,2,Operations,Operations Officer,Lagos,Part-Time,2024-03-24,370100.0,Active,,
4,Colleen Wagner,Female,10,administration,Admin Officer,Port Harcourt,PART-TIME,07-24-2023,159500.0,Active,,
195,Rebecca Peterson,Female,8,procurement,Buyer,Port Harcourt,Contract,2024-03-19,152600.0,Exited,2025-11-18,Resignation
989,Andre Dunlap,Male,4, IT,Systems Analyst,Lagos,Full-Time,12-01-2023,457900.0,Active,,
356,Jeffery Ortega,Male,3,Customer Service,Call Center Agent,Abuja,Full-Time,2024-12-09,185300.0, Active,,
700,Susan Rodriguez,Female,7, Human Resources,HR Manager,Abuja,Full-Time,25/01/2025,697000.0,Active,,
809,Mrs. Hannah Montoya MD,Female,2,OPERATIONS,Logistics Coordinator,Lagos,Part-Time,2025-03-13,521000.0,Exited,2025-10-26,Resignation
415,Gwendolyn Klein,Female,3,Customer Service,Customer Support Lead,abuja,Full-Time,2025-01-06,367700.0,Active,,
890,Brittany Velazquez,Female,6,Marketing,Brand Manager,Lagos,Full-Time,06-13-2022,,Exited,2024-11-02,Resignation
484,Jonathan Glass,Male,6,Marketing,Marketing Executive,LAGOS,Full-Time,2022-10-18,290100.0,Active,,
662,Dr. Megan Floyd,Female,6, Marketing,Brand Manager,Lagos,Full-Time,2022-07-05,786500.0, Active,,
574,Nancy Brown,Female,6,Marketing,Brand Manager,Ibadan,Full-Time,2022-06-23,450600.0,Active,,
3,Brandon Henderson,Male,8,Procurement,Buyer,Port Harcourt, Full-Time,2025-02-23,,Exited,07-Oct-2025,Resignation
481,Gary Martinez,Male,9,Legal,Legal Counsel,Abuja,full-time,2025-02-16,1064900.0,Active,,
256,Denise Davenport,Female,7,Human Resources ,HR Officer,Abuja,Full-Time,2022-07-04,517500.0,Active,,
798,Victor Wagner,Male,5,Finance,Accountant,Abuja,Part-Time,2025-07-07,347900.0,Exited,2025-09-14,Resignation
861,Brian Porter,Male,6,Marketing ,Digital Marketing Officer,Lagos,Contract,2023-04-26,395000.0,Active,,
444,Vincent Montoya,Male,6,Marketing,Brand Manager,Abuja,Full-Time,2023-03-09,509000.0,Active,,
315,Teresa Rodriguez,Female,1,Sales,Sales Manager,Ibadan,Full-Time,2022-06-29,821100.0,Active,,
74,Mr. Joshua Adkins,Male,6, Marketing,Digital Marketing Officer,Lagos,full-time,2024-06-12,160900.0,Exited,2025-11-27,Termination
118,Jeffrey Chandler,Male,7,Human Resources,HR Officer,Abuja,FULL-TIME,2024-07-12,473900.0,Active,,
912,Tracey Young,Female,3,Customer Service,Customer Support Lead,abuja,FULL-TIME,2024-10-17,205900.0,Active,,
321,Stacy Taylor,Female,8,Procurement,Buyer,port harcourt, Full-Time,2024-04-18,388000.0,Active,,
112,Joe Torres,Male,4,IT,Software Developer,Lagos ,CONTRACT,2023-09-10,602800.0,Active,,
6,Daniel Lawrence,Male,4,IT,Systems Analyst, Lagos,Full-Time,2024-02-18,403900.0,Exited,2025-04-05,Termination
788,Lisa Cervantes,Female,3,Customer Service,Call Center Agent, Abuja,Part-Time,19/08/2023,331700.0,ACTIVE,,
921,Andrew Huff,Male,6,Marketing,Brand Manager,Lagos,Contract ,2022-08-20,685200.0,Active,,
595,Timothy Russell,Male,2,Operations,Operations Officer,Port Harcourt,Full-Time,2024-09-09,546600.0,Active,,
465,Jennifer Beck,Female,8,Procurement,Buyer,port harcourt,Full-Time,2024-07-26,339800.0,Exited,26/02/2025,
590,Melissa Taylor,Female,2,Operations,Warehouse Supervisor,,Full-Time,23-Feb-2024,484700.0,Active,,
438,Jason Rhodes,Male,5,finance,Financial Analyst,Kano,Full-Time,2022-11-01,0.0,Active,,
9,Gabrielle Davis,Female,4,IT,IT Support Officer,Lagos ,Full-Time,04/04/2022,625300.0,Active,,
719,Perry Taylor,Male,3,Customer Service,Customer Support Lead,Abuja,Full-Time,2022-01-26,182800.0,Active,,
57,Timothy Duncan,Male,1,Sales,Account Manager,Lagos ,Contract ,08/03/2023,824100.0,Active,,
396,Gary Jackson,Male,3,Customer Service,Customer Support Lead,Abuja ,FULL-TIME,2024-04-30,353600.0,Active,,
564,William Silva,Male,8,Procurement,Buyer,Port Harcourt,Full-Time,25/10/2024,357200.0,Active,,
802,Kimberly Jackson,Female,4,IT,IT Support Officer,Lagos, Full-Time,2024-11-11,541300.0,Exited,2025-07-15,Resignation
85,Dr. Angel Lewis MD,Female,6,Marketing,Brand Manager,Lagos,Part-Time,30-May-2022,756300.0,Active,,
229,Jessica Stephens,Female,7,human resources,Recruitment Specialist,Abuja,full-time,2024-05-28,466100.0,active,,
160,Troy Barnes,Male,7,Human Resources ,Recruitment Specialist, Abuja,Contract,2024-10-17,437500.0,Active,,
206,Cathy Robinson,Female,3,Customer Service,Customer Service Rep,,full-time,2025-08-07,265800.0,Active,,
126,Jennifer Powell,Female,8,,Procurement Manager,port harcourt,FULL-TIME,09/07/2023,610100.0, Active,,
384,Breanna Scott,Female,5,finance,Finance Manager,Lagos, Full-Time,06-19-2023,1010800.0, Active,,
891,Juan Sloan,Male,3,Customer Service,Customer Service Rep,Abuja,Full-Time ,2024-08-27,144400.0,Active,,
488,Elizabeth Morrison,Female,5,,Financial Analyst,Abuja,Full-Time,2022-12-03,503400.0,Active,,
340,Carrie Williams,Female,3,Customer Service,Customer Service Rep,Abuja,Full-Time,2024-10-17,,Active,,
532,Donna Frye,Female,1,Sales,Sales Executive,Lagos,Part-Time,05-Dec-2023,611400.0,ACTIVE,,
801,Paige Carter,Female,5,Finance ,Accountant,Abuja,Full-Time,2023-04-03,662200.0,Active,,
196,Michael Hill,Male,6,Marketing,Digital Marketing Officer,lagos,Full-Time,2025-10-08,233000.0,Active,,
203,Erin Warner,Female,1,Sales,Sales Executive,Lagos,Full-Time,2023-03-21,0.0,Active,,
82,David Foster,Male,10,Administration,Executive Assistant,Port Harcourt,Full-Time,11-21-2024,245100.0,Active,,
237,Dr. Laura Sampson,Female,1,Sales,Account Manager,Lagos,Contract,2024-11-15,649400.0,Exited,2025-08-22,Resignation
495,Paula Diaz,Female,2,Operations,Logistics Coordinator,LAGOS,Part-Time,2025-06-05,313700.0,Active,,
239,Marisa Moon,Female,4,IT,Software Developer,Lagos,Part-Time,2025-05-12,752000.0,exited,2025-09-01,Resignation
202,Kiara Coleman,Female,2,Operations,Operations Manager,lagos,FULL-TIME,2024-09-29,412600.0,Active,,
187,Mr. Ronald Zimmerman,Male,1,Sales,Business Development Officer,Lagos,Full-Time,2023-08-10,240900.0,Active,,
234,Kathryn Snyder,Female,3,Customer Service,Customer Service Rep,Abuja,Full-Time,2023-10-27,326800.0,Active,,
806,Andrew Ball,Male,2,OPERATIONS,Operations Officer,Lagos,Full-Time,2023-04-25,345300.0,Exited,2024-01-21,Abscondment
971,Tiffany Fry,Female,5,Finance,Financial Analyst,Abuja,Full-Time,2024-04-27,188800.0,Active,,
217,Kristine Torres,Female,4,,Software Developer,Port Harcourt,Full-Time,30-May-2025,738600.0,Exited,2025-08-30,Resignation
51,Jessica Holmes,Female,4,IT,IT Support Officer,Lagos,full-time,2023-09-07,784700.0,Active,,
948,Yvonne Dickson,Female,1,Sales,Business Development Officer,Lagos,FULL-TIME,2024-05-24,293800.0,Active,,
513,Logan Miller,Male,10,Administration,Admin Officer,PORT HARCOURT,full-time,2025-03-13,293200.0,Active,,
960,Carlos Love,Male,2,Operations,Logistics Coordinator,LAGOS,Full-Time,2025-03-26,250100.0,Active,,
956,William Keith,Male,3,Customer Service,Customer Service Rep,Abuja,Contract,2023-12-30,129600.0,Exited,2024-11-25,Resignation
201,Eric Perkins,Male,1,Sales,Business Development Officer,Lagos,Full-Time,10-05-2025,416300.0,Active,,
224,Angela Smith,Female,5,Finance,Accountant,Abuja,Full-Time,2025-04-16,519500.0,Active,,
330,Ryan Gibson,Male,4,IT,Software Developer,LAGOS,Full-Time,2025-08-06,217100.0,Active,,
389,Thomas Atkins,,1,Sales,Sales Manager,Ibadan,full-time,2022-11-10,468000.0,Active,,
981,Dr. Katherine Gray,Female,6,Marketing,Marketing Executive,Lagos, Full-Time,2022-01-18,261800.0,Exited,2025-11-30,Resignation
994,Kenneth Larsen,Male,2,Operations,Warehouse Supervisor,Abuja,Full-Time,09-05-2025,149000.0,ACTIVE,,
580,Danielle Grant,Female,2,Operations,Operations Officer,Lagos, Contract,2023-03-02,232100.0,Active,,
588,Jeremy Scott,Male,10,administration,Executive Assistant, Port Harcourt,Contract,21/09/2022,112100.0,Exited,2024-09-29,Resignation
655,Kathy Roberts,Female,2,Operations,Operations Officer,Lagos,Full-Time,2022-11-22,543800.0,Exited,2025-11-23,Abscondment
435,Pamela Anderson,Female,8,Procurement,Buyer,Port Harcourt,Full-Time,2022-01-14,320500.0,Active,,
900,Leslie Snyder,Female,1,Sales,Business Development Officer,Lagos,Part-Time ,2023-09-14,291200.0,Exited,2025-05-01,Retirement
554,Michael Wilson DVM,Male,1,Sales,Sales Executive,lagos,full-time,2025-12-07,637900.0,Active,,
757,Rachel Jones,Female,1,SALES,Sales Manager,Port Harcourt ,Full-Time,20/04/2025,655800.0,Active,,
208,Douglas Garcia,Male,1,Sales,Sales Executive,Lagos,Full-Time,2025-02-09,331500.0,Exited,29-Jul-2025,Termination
348,Angela Franklin,Female,8,Procurement,Buyer, Abuja,Contract,2023-02-12,498100.0,Active,,
251,Bryan Dudley,Male,9,Legal,Legal Counsel,Abuja,Full-Time,2025-07-10,865200.0,Active,,
920,Melissa Mckenzie,Female,1,Sales,Business Development Officer,LAGOS, Full-Time,2023-02-11,601000.0,Active,,
48,Shane Henderson,Male,10,Administration,Office Manager,Port Harcourt,full-time,2025-03-12,403500.0,Active,,
542,Caitlin Murphy,Female,1,SALES,Sales Executive,Lagos,Contract,2025-09-10,178900.0,Active,,
640,Willie Reyes,Male,5,finance,Financial Analyst,Ibadan,Full-Time,21/12/2022,502200.0,Active,,
20,James Mayo,Male,2,Operations,Warehouse Supervisor, Lagos,Full-Time,2024-08-16,197800.0,Active,,
790,Brandi Wilson,Female,1,Sales,Account Manager,LAGOS,Part-Time,2025-09-04,517400.0,Active,,
764,James Goodwin,Male,1,Sales,Sales Executive,lagos,Full-Time,23/11/2022,528100.0,Active,,
601,Christopher Gillespie,Male,10,Administration,Admin Officer,Port Harcourt,Full-Time,14-Oct-2023,191500.0,Active,,
679,Jose Crawford,Male,2,Operations,Logistics Coordinator, Lagos,Full-Time,2023-04-01,431900.0,Active,,
650,Pamela Stephenson,Female,4,IT,Systems Analyst,Lagos,Part-Time,2023-11-23,521500.0,Active,2025-06-15,
268,James Alvarado,Male,4,IT,IT Support Officer, Lagos,Full-Time,2024-09-22,725000.0,EXITED,2025-01-30,Resignation
434,Stephen Johnson,Male,7,Human Resources,HR Officer,Abuja,FULL-TIME,22/07/2024,241400.0,Active,,
827,Nicholas Ellis,Male,5,Finance,Payroll Officer,Abuja,FULL-TIME,2024-01-29,,Active,,
978,Derek Wright,Male,1,sales,Sales Manager,Lagos,Full-Time,2023-06-14,639300.0,Active,,
359,Nancy Cain,Female,3,Customer Service,Call Center Agent,Abuja,Full-Time,2024-10-24,281800.0,Active,,
178,Traci Rodriguez,Female,1,Sales,Sales Manager,Lagos ,Full-Time ,2024-04-23,455400.0, Active,,
637,Benjamin Peck,Male,10,Administration,Executive Assistant,Port Harcourt,Full-Time,2024-03-03,362300.0,Active,,
61,Victoria Garcia,Female,2,Operations,Operations Officer,Lagos,FULL-TIME,2025-11-16,437600.0,ACTIVE,,
365,Courtney Rodriguez,Female,6,MARKETING,Digital Marketing Officer,Lagos,Full-Time,02-21-2025,546400.0,Active,,
623,Kirsten Ruiz,Female,2,OPERATIONS,Logistics Coordinator,Lagos,full-time,2023-12-02,262500.0,Exited,18/02/2025,Retirement
968,Tanya Buchanan,Female,9,Legal,Legal Officer,Abuja,Full-Time,2024-06-08,292900.0,Active,,
371,Gerald Smith,Male,4,IT,Software Developer,Lagos,Full-Time,2023-11-08,274900.0,Active,,
598,Susan Davis,Female,1,SALES,Sales Executive,LAGOS,full-time,2024-08-24,541900.0,Active,,
765,Mrs. Alexandra Green,Female,3,CUSTOMER SERVICE,Customer Service Rep,ABUJA, Full-Time,2023-03-13,371000.0,Active,,
108,Evelyn Galvan,Female,3,Customer Service,Call Center Agent,Abuja ,Full-Time,2023-03-23,,Active,,
751,Kevin Gardner,Male,6,Marketing ,Digital Marketing Officer,Lagos,Part-Time,2022-10-27,535900.0,Active,,
992,Miranda Blair,Female,5,Finance,Finance Manager,Abuja ,Full-Time,27/09/2022,605200.0,Exited,2023-09-05,Termination
998,Angela Anthony,Female,2,Operations,Operations Manager,Lagos,Full-Time,07/08/2022,288100.0,Exited,28-Nov-2022,Resignation
810,Patricia Young PhD,Female,8,procurement,Procurement Manager,Port Harcourt,Full-Time,2022-06-09,428800.0,Active,,
100,Sandra Aguilar,Female,3,Customer Service,Customer Support Lead,Abuja,full-time,08-Apr-2024,217500.0,Active,,
560,Louis Martin,Male,8,Procurement,Procurement Officer,, Contract,2022-01-06,421200.0,Exited,2022-04-01,Resignation
494,Richard Johnson,Male,8,Procurement,Procurement Manager,,Full-Time,2024-07-26,304700.0,Exited,2025-09-02,Abscondment
789,Elizabeth Mendez,Female,4,IT ,Software Developer,Lagos ,Contract,2025-04-04,340300.0,Active,,
642,Mary Ryan,Female,1,SALES,Sales Manager,Abuja,Full-Time ,2025-05-03,367700.0,Active,,
458,Ruben Dunn,Male,7,Human Resources,HR Officer,Abuja ,Contract,2024-06-01,420100.0,Active,,
945,Christopher Flores,Male,5,Finance,Accountant,LAGOS,Full-Time,2022-07-27,322800.0,Active,,
929,Maria Aguilar,Female,7,human resources,Recruitment Specialist,Abuja,FULL-TIME,2022-03-22,432900.0,Active,,
